nombre_organizacion,sector_organizacion,pais_organizacion,tamano_empleados_organizacion,codigo_brecha,fecha_ocurrencia,fecha_deteccion,vector_ataque,severidad_incidente,registros_afectados_total,costo_estimado_total,codigo_usuario,pseudonimo_usuario,email_hash_usuario,pais_residencia_usuario,fecha_registro_usuario,tipo_dato_expuesto,categoria_sensibilidad_dato,fecha_notificacion_usuario
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00247,2025-12-05,2026-02-09,Phishing,Alta,2819733,12531904.76,US-005898,user_nicholaslee_5897,beebfeab4140d64991ac739083954298,Peru,2026-05-10,Correo Electronico,Media,2026-03-16
Gallegos-Wilkerson,Salud,Panama,25000,BR-00415,2025-10-22,2025-10-25,Ataque a Cadena de Suministro,Critica,3540659,14297709.68,US-007616,user_kaneana_7615,74a15383099554f82348945af6737703,Uruguay,2021-05-08,Numero de Tarjeta de Credito,Critica,2025-11-27
"Jacobs, Santiago and Phelps",Finanzas,Mexico,50000,BR-00387,2023-07-20,2024-03-05,Inyeccion SQL,Baja,72475,8225238.68,US-003911,user_melissa21_3910,669b32a3ad37f98219c15aa48d666057,Mexico,2017-08-28,Numero de Identificacion,Alta,2024-03-31
Bell-Williams,Retail,Colombia,250,BR-00783,2021-11-23,2022-02-10,Ataque de Fuerza Bruta,Media,3934355,21540111.68,US-004376,user_gordonjonathan_4375,6a3d63d7fd77a83f876157378f67ce7b,Peru,2019-11-16,Fecha de Nacimiento,Baja,2022-03-08
Kemp-Perez,Finanzas,Costa Rica,100,BR-00773,2026-03-01,2026-09-17,Inyeccion SQL,Media,3299419,12473765.9,US-005711,user_michelebennett_5710,308be3df78fdfd1b3326d74fbc862066,Argentina,2022-10-05,Numero de Tarjeta de Credito,Critica,2026-09-22
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00597,2022-10-07,2023-04-16,Explotacion de Vulnerabilidad Sin Parche,Critica,3988024,16694692.03,US-005906,user_dariusshaw_5905,3db5a7547b78ea8b45ff34a8f05e0757,Mexico,2022-07-17,Historial de Transacciones,Alta,2023-05-19
Kemp-Perez,Finanzas,Costa Rica,100,BR-00186,2023-04-12,2023-09-16,Ataque a Cadena de Suministro,Media,3906904,14131968.41,US-000185,user_christensenashley_184,ccbec1a983628be8b9bcf8f4edf89de3,Chile,2023-08-24,Historial Medico,Critica,2023-10-12
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00745,2022-11-20,2022-12-04,Malware,Alta,3633363,17848863.99,US-002789,user_lopezshelley_2788,3b8ff7e0488465102746b3cdb263db0f,Espana,2022-10-16,Fecha de Nacimiento,Baja,2023-02-24
"Weaver, Garcia and Hunter",Tecnologia,Espana,50,BR-00374,2025-02-23,2025-06-06,Explotacion de Vulnerabilidad Sin Parche,Media,2234961,8490346.81,US-002357,user_catherine09_2356,f66a5aeeecb353bbca8682b24fcfa917,Costa Rica,2018-11-22,Nombre Completo,Baja,2025-08-11
Baker-Stewart,Telecomunicaciones,Argentina,100,BR-00446,2026-05-05,2026-09-22,Ataque a Cadena de Suministro,Baja,2724685,24135406.27,US-004727,user_diazlaura_4726,96c1613d778067ceb55af0eab9559978,Ecuador,2024-08-20,Contrasena,Alta,2026-09-22
Adams LLC,Tecnologia,Mexico,2500,BR-00061,2024-08-15,2025-03-25,Ataque de Fuerza Bruta,Critica,1090447,664149.05,US-006327,user_xholland_6326,3ba26ebc4631c95650632ec7e03fc241,Panama,2022-04-16,Historial Medico,Critica,2025-04-18
Cruz PLC,Gobierno,Peru,100,BR-00515,2022-04-21,2022-05-18,Configuracion Erronea de Servidor,Media,437488,2725106.24,US-004156,user_jacksonvanessa_4155,40b461ecd298a6911cadda158dc04964,Mexico,2021-03-07,Nombre Completo,Baja,2022-06-18
"Mason, Hanson and Graham",Gobierno,Chile,5000,BR-00066,2025-04-16,2025-10-07,Ataque a Cadena de Suministro,Critica,3479442,11155548.93,US-004549,user_margaret16_4548,91407fc0455473e712df3122c379db02,Uruguay,2017-07-22,Historial Medico,Critica,2025-12-01
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00645,2025-07-28,2025-10-27,Inyeccion SQL,Baja,1835654,8551126.11,US-004544,user_ugilbert_4543,31b8392f596dc9a81656f57bbf4125ca,Mexico,2019-11-27,Historial Medico,Critica,2026-01-13
"Mitchell, Reyes and Bender",Telecomunicaciones,Ecuador,10000,BR-00584,2021-12-29,2022-04-08,Configuracion Erronea de Servidor,Media,2987994,23871264.16,US-001838,user_isaac56_1837,32bef52001a3749ad808835ca91332df,Ecuador,2024-02-28,Nombre Completo,Baja,2022-04-09
Powell Ltd,Gobierno,Brasil,50,BR-00742,2026-04-27,2026-08-23,Malware,Critica,1847892,13358107.46,US-005748,user_carriesmith_5747,970d4341cbc263eac282d0ef2498ed4c,Ecuador,2017-04-21,Nombre Completo,Baja,2026-09-22
"Combs, Kent and Higgins",Retail,Argentina,50000,BR-00013,2022-11-30,2023-02-23,Ataque de Fuerza Bruta,Baja,961172,11899211.37,US-000645,user_qramos_644,9f3cf250d4025d3f4057e6e0778f8d37,Estados Unidos,2019-07-18,Numero Telefonico,Baja,2023-05-15
Powell Ltd,Gobierno,Brasil,50,BR-00161,2025-01-08,2025-04-14,Phishing,Media,4363447,7416990.6,US-001704,user_sroberts_1703,5284c9e66f73f44a17f1bf08bf387740,Espana,2023-04-27,Historial Medico,Critica,2025-06-18
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00413,2025-03-15,2025-05-24,Configuracion Erronea de Servidor,Media,750559,11929213.02,US-007615,user_obrown_7614,6afa2156ba8d53b13675aebcc014cb54,Ecuador,2024-05-12,Nombre Completo,Baja,2025-08-09
Freeman-Martin,Educacion,Colombia,2500,BR-00008,2025-07-07,2025-11-25,Ataque a Cadena de Suministro,Media,3780884,3420691.33,US-002273,user_pcox_2272,f1eaf2ad534b5617eb9bfdb54a763dad,Brasil,2021-07-15,Fecha de Nacimiento,Baja,2026-02-07
Reed-Weiss,Gobierno,Uruguay,100,BR-00641,2023-12-29,2024-03-24,Ataque de Fuerza Bruta,Media,3624551,21126120.66,US-005467,user_ferrellwanda_5466,243ef901294a4948341ac91084361b18,Mexico,2018-11-17,Historial Medico,Critica,2024-05-19
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00427,2025-07-09,2025-09-11,Explotacion de Vulnerabilidad Sin Parche,Alta,3461083,9947233.17,US-002525,user_james16_2524,070a171187ec9d2f881274526c78e862,Estados Unidos,2025-08-07,Direccion Fisica,Media,2025-09-20
Murphy-Mullins,Retail,Ecuador,1000,BR-00594,2023-06-03,2023-08-04,Insider Malicioso,Critica,3206503,24882534.2,US-002538,user_cindynewton_2537,39122c70cc464c585622f0f04b5b9e1d,Espana,2016-10-22,Nombre Completo,Baja,2023-09-14
"Boyd, Rodriguez and Barnett",Finanzas,Ecuador,50000,BR-00060,2025-10-16,2026-04-17,Phishing,Media,2038257,17813625.63,US-000247,user_deborahwagner_246,ecd12ece7d22711dc8f5d55cabca9fb6,Estados Unidos,2025-03-26,Numero Telefonico,Baja,2026-04-18
Gallegos-Wilkerson,Salud,Panama,25000,BR-00504,2023-01-30,2023-03-02,Configuracion Erronea de Servidor,Critica,2128936,22516181.68,US-007195,user_jennifer97_7194,1c4332eda0f6d9a777b3245b4cbcad2e,Estados Unidos,2017-10-15,Correo Electronico,Media,2023-03-16
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00778,2022-04-17,2022-10-20,Phishing,Baja,4053438,11235097.04,US-007470,user_brettsanders_7469,08da3ad1b9a81b801d514add3f372c14,Ecuador,2017-05-17,Numero de Tarjeta de Credito,Critica,2022-11-11
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00388,2024-04-30,2024-06-21,Explotacion de Vulnerabilidad Sin Parche,Baja,4401420,242172.73,US-000754,user_bstewart_753,27a089ec69d707749637a8609eb9e069,Costa Rica,2020-05-06,Direccion Fisica,Media,2024-08-25
Little-Garcia,Manufactura,Panama,50,BR-00103,2025-04-25,2025-11-08,Ataque a Cadena de Suministro,Alta,614786,18352948.44,US-004035,user_wbean_4034,6aa55c4aafc5a4a16f76b2e83a22fd4a,Estados Unidos,2026-05-26,Numero Telefonico,Baja,2025-12-13
Conrad PLC,Gobierno,Peru,50,BR-00309,2023-08-09,2024-04-04,Explotacion de Vulnerabilidad Sin Parche,Baja,702222,24988812.42,US-000512,user_zphillips_511,0604e82c26984f55404e8168c5e82803,Peru,2022-03-24,Contrasena,Alta,2024-05-26
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00290,2023-07-22,2024-01-12,Ataque de Fuerza Bruta,Alta,4634111,24026275.92,US-005641,user_bbennett_5640,bab441852f99e06f58cf96e73e82fe64,Mexico,2019-08-02,Numero Telefonico,Baja,2024-01-31
"Boone, Cole and Aguilar",Retail,Peru,2500,BR-00399,2026-09-07,2026-09-22,Inyeccion SQL,Media,4823057,10074592.12,US-003810,user_oscar29_3809,5679f22124ed1ae4a52504b28e186547,Chile,2023-03-31,Historial Medico,Critica,2026-09-22
Lynn-Garcia,Energia,Mexico,25000,BR-00088,2021-11-10,2021-12-20,Inyeccion SQL,Baja,4928216,9267765.57,US-006595,user_eric13_6594,40acb4e45c1369391727bf8eebc39d38,Estados Unidos,2025-07-12,Numero de Tarjeta de Credito,Critica,2022-02-19
Little-Garcia,Manufactura,Panama,50,BR-00103,2025-04-25,2025-11-08,Ataque a Cadena de Suministro,Alta,614786,18352948.44,US-003348,user_brittanyvillarreal_3347,30d83872c866cba9e00e060ac2290d44,Espana,2023-11-10,Correo Electronico,Media,2026-01-25
Kemp-Perez,Finanzas,Costa Rica,100,BR-00333,2024-12-04,2025-01-17,Configuracion Erronea de Servidor,Media,2069050,2173385.57,US-002084,user_stephensbrenda_2083,171c8fa7cbb9094c7e45ec4c92405dfa,Espana,2023-06-01,Numero de Identificacion,Alta,2025-03-01
"Acosta, Williams and Mcmillan",Energia,Costa Rica,25000,BR-00064,2025-12-25,2026-06-18,Credenciales Filtradas de Terceros,Media,2633817,16738625.77,US-000482,user_brianna44_481,d5c8d8951ddc71c1fa8dcc10c18d7b8a,Espana,2020-02-19,Numero de Identificacion,Alta,2026-08-18
Vargas PLC,Gobierno,Brasil,100,BR-00693,2023-01-27,2023-07-24,Configuracion Erronea de Servidor,Baja,3156080,11838729.29,US-002960,user_bmarquez_2959,976f224f65df53d3934b39fcf46d0c34,Costa Rica,2022-01-05,Numero de Identificacion,Alta,2023-10-22
Cruz-Schultz,Energia,Panama,50,BR-00164,2022-09-11,2022-09-24,Insider Malicioso,Critica,4607951,6748023.01,US-002878,user_claytonmorgan_2877,e1c73e5e63af8e2d5463cbaa2aa61e30,Chile,2024-03-10,Direccion Fisica,Media,2022-10-06
Reed-Weiss,Gobierno,Uruguay,100,BR-00255,2021-12-31,2022-04-17,Malware,Critica,4096577,1274613.57,US-003249,user_rmurphy_3248,da2ccb774acc6aff38d94d24b1982922,Brasil,2019-02-21,Numero de Identificacion,Alta,2022-04-27
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00376,2023-12-10,2023-12-25,Ataque de Fuerza Bruta,Critica,682006,23140843.19,US-006826,user_torresbrianna_6825,00affa0d6d1e44cecd08a8d029acac44,Mexico,2021-10-31,Nombre Completo,Baja,2024-02-25
Little-Garcia,Manufactura,Panama,50,BR-00032,2022-10-29,2023-05-17,Inyeccion SQL,Baja,2833225,6879486.7,US-001605,user_pittmanmichael_1604,7408dd98fe942d27b5deafb3cf4b61bf,Estados Unidos,2019-05-17,Correo Electronico,Media,2023-07-24
Vargas PLC,Gobierno,Brasil,100,BR-00076,2022-09-24,2022-12-29,Ataque de Fuerza Bruta,Baja,1600658,19737287.81,US-007543,user_corygarcia_7542,410e857c40f9b2bb9687bb3e8738a509,Argentina,2017-10-30,Historial Medico,Critica,2023-02-08
Freeman-Martin,Educacion,Colombia,2500,BR-00062,2024-07-14,2024-07-17,Ransomware,Alta,1217011,12346137.03,US-000925,user_wendyruiz_924,8f820f4a1e1a1d47c484c39d737f7242,Brasil,2021-05-31,Numero de Tarjeta de Credito,Critica,2024-09-05
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00172,2024-11-06,2025-03-03,Inyeccion SQL,Critica,2611376,8914604.08,US-002061,user_mcgeewyatt_2060,c8e04a48f04503b7dafd4e17cb0417fb,Costa Rica,2025-08-10,Nombre Completo,Baja,2025-03-28
Lynn-Garcia,Energia,Mexico,25000,BR-00718,2025-02-21,2025-05-24,Ransomware,Media,2302375,12161038.26,US-004011,user_hollymiller_4010,5507eb7a13103c9c93638be45460d76e,Costa Rica,2019-06-20,Historial Medico,Critica,2025-07-16
Davis-Kelley,Energia,Colombia,250,BR-00658,2023-07-25,2023-12-15,Credenciales Filtradas de Terceros,Alta,1239433,8643338.83,US-004472,user_stacey04_4471,7ebe9f1e8e2f8a17ec63f028a68bb0d0,Colombia,2017-12-13,Numero de Tarjeta de Credito,Critica,2024-01-01
Cruz PLC,Gobierno,Peru,100,BR-00448,2023-08-20,2024-01-25,Credenciales Filtradas de Terceros,Critica,86635,13136574.49,US-007542,user_mperez_7541,164877693bc0bf9b0ce081ed74eba7b3,Ecuador,2024-02-07,Correo Electronico,Media,2024-02-18
Miller-Smith,Turismo,Mexico,50,BR-00046,2023-03-15,2023-06-20,Phishing,Critica,257742,2562751.48,US-006165,user_danderson_6164,4c4c2f5113474b0de1f0a390255a0da4,Chile,2021-11-26,Historial de Transacciones,Alta,2023-09-18
Farmer-Hurst,Manufactura,Espana,500,BR-00466,2024-03-18,2024-05-13,Credenciales Filtradas de Terceros,Alta,604072,21327106.39,US-000637,user_steven17_636,ae4ac47799850a55ab9232bfbdf8f3e8,Estados Unidos,2019-04-06,Numero de Identificacion,Alta,2024-06-22
Hunt PLC,Finanzas,Ecuador,100,BR-00679,2025-08-28,2026-01-05,Insider Malicioso,Baja,3598642,17029778.9,US-005304,user_mariahscott_5303,ddc673baa061e477b0eaf447e381feeb,Costa Rica,2020-12-26,Numero de Identificacion,Alta,2026-02-21
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00074,2024-03-16,2024-04-03,Ataque a Cadena de Suministro,Alta,3298078,14914950.95,US-003163,user_brucejo_3162,36a54d8b45afb24d52d12a3abb1ee52d,Chile,2022-10-14,Numero de Tarjeta de Credito,Critica,2024-04-19
"Gibson, Lowe and Lawson",Tecnologia,Uruguay,25000,BR-00171,2021-11-16,2022-02-27,Insider Malicioso,Media,209281,766167.02,US-001109,user_huynhjessica_1108,c9a26aa060a7facef3f17bf2f0b9daf7,Uruguay,2025-04-10,Correo Electronico,Media,2022-05-13
"Clark, Cox and Schmidt",Finanzas,Brasil,25000,BR-00393,2025-03-11,2025-09-29,Ataque de Fuerza Bruta,Baja,4349697,2779337.61,US-005577,user_paul30_5576,de6e39fb57c04540a8f4f66e9be7a9db,Estados Unidos,2019-12-26,Historial Medico,Critica,2025-11-26
"Brown, George and Hernandez",Manufactura,Costa Rica,5000,BR-00191,2022-05-28,2022-07-09,Configuracion Erronea de Servidor,Critica,3308951,22690526.58,US-005888,user_calvin06_5887,47e431ca51bb2810a3a08078e676ca78,Peru,2020-08-15,Nombre Completo,Baja,2022-08-20
Walton LLC,Salud,Espana,2500,BR-00616,2024-07-24,2024-11-18,Credenciales Filtradas de Terceros,Critica,1032109,19272244.32,US-002323,user_christinatyler_2322,8dbd9818afa8834573352d2b0dd5363e,Costa Rica,2025-09-07,Direccion Fisica,Media,2025-01-29
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00318,2025-05-06,2025-12-06,Malware,Baja,357057,18092553.43,US-003627,user_rachelbrown_3626,bc285edab752028b2a4b609030589104,Uruguay,2023-05-08,Historial Medico,Critica,2026-01-15
Collins-Harris,Educacion,Peru,1000,BR-00714,2023-06-30,2023-12-27,Ataque a Cadena de Suministro,Alta,4732562,6753509.88,US-001888,user_michele98_1887,e6dc16b4a8598a6f6562d47eb6c23090,Peru,2021-06-25,Historial de Transacciones,Alta,2024-02-15
"Norton, Foster and Pacheco",Energia,Estados Unidos,1000,BR-00337,2024-10-28,2024-12-07,Inyeccion SQL,Alta,4314325,18145676.13,US-001707,user_hernandezrhonda_1706,b50bf3b867d73ffc47a65cfc1e622f33,Estados Unidos,2023-10-13,Historial de Transacciones,Alta,2025-02-28
Shaw Group,Manufactura,Uruguay,25000,BR-00549,2026-04-27,2026-08-29,Insider Malicioso,Critica,3666621,10038389.5,US-000352,user_charlessmith_351,c9959173b4131f12aa6f25c3691ed88f,Peru,2026-04-22,Numero Telefonico,Baja,2026-09-22
Conrad PLC,Gobierno,Peru,50,BR-00401,2023-08-16,2023-08-26,Explotacion de Vulnerabilidad Sin Parche,Critica,4774944,23692766.32,US-006251,user_howard53_6250,752a5086c30f180dcb6cb607c8890c03,Colombia,2019-10-14,Fecha de Nacimiento,Baja,2023-10-21
"Murphy, Ashley and Hutchinson",Salud,Ecuador,10000,BR-00072,2023-01-11,2023-01-27,Malware,Critica,3075247,2975970.55,US-006867,user_michael30_6866,db66ddd2f5af8c1ad33dd432a81fca1b,Espana,2020-09-23,Nombre Completo,Baja,2023-04-07
"Chambers, Ward and Melendez",Gobierno,Mexico,25000,BR-00413,2025-03-15,2025-05-24,Configuracion Erronea de Servidor,Media,750559,11929213.02,US-007841,user_johnlewis_7840,98278ac43971104902e24a5691838a20,Estados Unidos,2016-10-08,Historial Medico,Critica,2025-08-14
"Mills, Li and Brooks",Finanzas,Espana,1000,BR-00457,2024-06-27,2024-10-16,Explotacion de Vulnerabilidad Sin Parche,Alta,2434681,337134.34,US-000022,user_donald20_21,e507efbd593476a3ae7df2b4b8659833,Chile,2023-01-14,Fecha de Nacimiento,Baja,2024-11-21
"Richardson, Velasquez and Wilson",Tecnologia,Espana,250,BR-00602,2023-01-28,2023-08-07,Insider Malicioso,Critica,133008,7689656.73,US-001598,user_kaylaraymond_1597,7c69d8348c57fc7fe69cad25446bfc8c,Panama,2020-07-28,Nombre Completo,Baja,2023-08-27
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00660,2022-03-07,2022-07-26,Malware,Media,2588292,16299646.7,US-005826,user_stevensamber_5825,132aa9f8a42cf5ae110d4acadc8124f5,Panama,2023-05-04,Numero de Tarjeta de Credito,Critica,2022-10-12
Farmer-Hurst,Manufactura,Espana,500,BR-00404,2024-01-29,2024-07-05,Configuracion Erronea de Servidor,Critica,764333,24404085.95,US-007384,user_omoreno_7383,2ee69f0c5461545afca268f5b1e88658,Estados Unidos,2025-12-29,Numero de Identificacion,Alta,2024-09-05
Gallegos-Wilkerson,Salud,Panama,25000,BR-00323,2023-10-19,2024-02-27,Inyeccion SQL,Baja,422849,1924220.27,US-006143,user_fergusonpatrick_6142,9becc2407c65f34faa84b4c58a54bc05,Panama,2026-05-16,Correo Electronico,Media,2024-03-31
Ward Ltd,Finanzas,Chile,50,BR-00135,2024-02-22,2024-08-04,Phishing,Baja,1753200,4652711.39,US-004295,user_ramirezlori_4294,f50e018255b81324ad7a0b6d189db28d,Argentina,2020-03-01,Historial de Transacciones,Alta,2024-09-25
"Jefferson, Smith and Wilkerson",Telecomunicaciones,Peru,10000,BR-00378,2025-02-10,2025-09-07,Configuracion Erronea de Servidor,Media,2736882,977107.93,US-001973,user_pamelaallen_1972,fa626f636e4f20474e5b6e657fb15716,Costa Rica,2017-07-20,Direccion Fisica,Media,2025-11-24
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00396,2024-01-19,2024-06-07,Phishing,Critica,1815273,24780396.18,US-000800,user_xdunn_799,de3e137fe8a0424a428d19179b5bbbb5,Espana,2023-01-08,Contrasena,Alta,2024-08-21
Wood-Clarke,Telecomunicaciones,Panama,1000,BR-00449,2026-09-09,2026-09-22,Ataque a Cadena de Suministro,Critica,1079496,16225964.54,US-002420,user_vpeterson_2419,16de0b4e1986f1d68f7cdd4b566363f6,Argentina,2017-09-08,Direccion Fisica,Media,2026-09-22
Cruz PLC,Gobierno,Peru,100,BR-00384,2024-09-21,2025-04-07,Explotacion de Vulnerabilidad Sin Parche,Alta,970566,4466225.51,US-002468,user_zmarks_2467,8e11fd87c023de7ab54235d578eb3549,Chile,2026-01-11,Correo Electronico,Media,2025-06-16
Reed-Weiss,Gobierno,Uruguay,100,BR-00436,2023-03-21,2023-08-02,Explotacion de Vulnerabilidad Sin Parche,Alta,4134980,21962452.59,US-000908,user_robertsrebecca_907,379ba5b1230877cd4714bf12f0e63c76,Peru,2020-06-23,Fecha de Nacimiento,Baja,2023-10-03
Freeman-Martin,Educacion,Colombia,2500,BR-00008,2025-07-07,2025-11-25,Ataque a Cadena de Suministro,Media,3780884,3420691.33,US-006370,user_graycaitlin_6369,11ee2625e2f22626669099013d948230,Espana,2022-03-07,Direccion Fisica,Media,2025-12-22
Goodman PLC,Turismo,Ecuador,50000,BR-00532,2022-10-08,2023-01-12,Ataque de Fuerza Bruta,Media,4139318,19274283.26,US-006325,user_prestonjames_6324,62a03005c4c7799d05c5ea128f680f0a,Mexico,2025-10-17,Direccion Fisica,Media,2023-02-25
Farmer-Hurst,Manufactura,Espana,500,BR-00404,2024-01-29,2024-07-05,Configuracion Erronea de Servidor,Critica,764333,24404085.95,US-005045,user_marshmary_5044,f6c01210c387ff75ac88b74d2d0ad3fe,Chile,2025-05-26,Contrasena,Alta,2024-08-19
"Cline, Hampton and Perez",Retail,Colombia,1000,BR-00460,2024-07-25,2024-12-12,Ataque de Fuerza Bruta,Baja,2104170,24292151.23,US-007414,user_tuckerlydia_7413,8bb3cd260423a9725cf0876c8abf2123,Uruguay,2017-09-05,Historial de Transacciones,Alta,2025-03-04
Cruz PLC,Gobierno,Peru,100,BR-00417,2026-01-24,2026-04-19,Phishing,Alta,2653998,23720488.27,US-000532,user_alvarezelizabeth_531,cbdf6e14c85b5ee0e8f3c1d71fa3cc7c,Argentina,2019-04-12,Direccion Fisica,Media,2026-07-09
Harris-Allen,Retail,Mexico,25000,BR-00029,2021-12-02,2022-06-04,Inyeccion SQL,Critica,2513598,22781032.02,US-005178,user_lindsay28_5177,68cba2c9b20fdf5f42532dcf3bd8e52b,Espana,2025-12-16,Numero Telefonico,Baja,2022-06-25
Collins-Harris,Educacion,Peru,1000,BR-00293,2025-09-16,2026-01-06,Insider Malicioso,Critica,974597,13146592.01,US-007024,user_jonesandrew_7023,ed1fec03683ea85e96457988c60724fd,Chile,2021-10-13,Direccion Fisica,Media,2026-01-08
Reed-Weiss,Gobierno,Uruguay,100,BR-00641,2023-12-29,2024-03-24,Ataque de Fuerza Bruta,Media,3624551,21126120.66,US-002756,user_ianking_2755,f5c8c5b47760d07890cbe57643e15594,Panama,2020-06-03,Numero de Tarjeta de Credito,Critica,2024-04-11
Hunt PLC,Finanzas,Ecuador,100,BR-00271,2023-02-25,2023-04-01,Phishing,Alta,189848,6096393.71,US-003867,user_gparker_3866,1fb3fa5ca98f737ef9089600207dbaa8,Brasil,2020-08-05,Numero de Identificacion,Alta,2023-04-04
Freeman-Martin,Educacion,Colombia,2500,BR-00101,2022-09-05,2023-03-18,Inyeccion SQL,Alta,1964102,21313582.37,US-004645,user_ronald90_4644,2a76613427a6a3d8afb51c6266fa2661,Chile,2022-07-07,Numero Telefonico,Baja,2023-04-24
"Mack, White and Mckinney",Salud,Mexico,100,BR-00514,2021-11-21,2022-02-22,Insider Malicioso,Critica,213896,19978249.67,US-006017,user_rodriguezjoe_6016,bd1fe22b1f796b3ef05a2513cc8fedd6,Panama,2023-06-30,Numero de Tarjeta de Credito,Critica,2022-03-26
"Hunt, Brown and Hudson",Gobierno,Colombia,250,BR-00388,2024-04-30,2024-06-21,Explotacion de Vulnerabilidad Sin Parche,Baja,4401420,242172.73,US-004879,user_dedwards_4878,31372d20c0cb4925ede2bb0415abfacc,Costa Rica,2021-08-21,Numero de Tarjeta de Credito,Critica,2024-08-27
Pierce-Roberts,Telecomunicaciones,Costa Rica,25000,BR-00439,2026-02-11,2026-06-14,Ataque a Cadena de Suministro,Critica,2450179,5740489.03,US-007774,user_kayleedavidson_7773,5aa529efdd4105d7229b882f0d2ef67c,Panama,2018-02-10,Contrasena,Alta,2026-08-19
Freeman-Martin,Educacion,Colombia,2500,BR-00470,2024-08-27,2024-11-25,Phishing,Media,4740393,17364534.51,US-007511,user_ashleyrobinson_7510,b771f1210c5051ea1ec13c116dfc996c,Colombia,2023-04-13,Fecha de Nacimiento,Baja,2025-02-16
